song_id,stratum,title,film,film_or_nonfilm,singer_artist,language_flag,release_year,release_year_source,key,mode,key_mode_classification,bpm,tempo_zone,half_double_tempo_note,meter,duration_source_audio,yt_video_id,yt_url,yt_channel,yt_upload_variant,yt_official,yt_views,yt_views_source,yt_views_observed_at,yt_views_alt,yt_views_alt_source,yt_views_alt_observed_at,yt_upload_date,yt_upload_date_source,upload_age_days_at_obs,views_per_day,streaming_indicators,streaming_observed_at,emotion_energy_tag,emotion_tag_basis,vocal_range_tessitura,n_key_bpm_sources,measurement_method,key_bpm_confidence,conflicts,evidence_tier,inclusion_status,notes,key_bpm_source_urls
B29,B,Channa Mereya,Ae Dil Hai Mushkil,film,Arijit Singh,Hindi (frame assumption; not verified),2016,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B30,B,Tere Sang Yaara,Rustom,film,Atif Aslam,Hindi (frame assumption; not verified),2016,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B31,B,Jag Ghoomeya,Sultan,film,Rahat Fateh Ali Khan Neha Bhasin,Hindi (frame assumption; not verified),2016,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B32,B,Roke Na Ruke Naina,Badrinath Ki Dulhania,film,Arijit Singh,Hindi (frame assumption; not verified),2017,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B33,B,Humsafar,Badrinath Ki Dulhania,film,Akhil Sachdeva,Hindi (frame assumption; not verified),2017,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B34,B,Zaalima,Raees,film,Arijit Singh Harshdeep Kaur,Hindi (frame assumption; not verified),2017,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B35,B,Nazm Nazm,Bareilly Ki Barfi,film,Arko,Hindi (frame assumption; not verified),2017,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B36,B,Baarish,Half Girlfriend,film,Ash King Shashaa Tirupati,Hindi (frame assumption; not verified),2017,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B37,B,Kho Diya,Bhoomi,film,Sachin Sanghvi,Hindi (frame assumption; not verified),2017,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B38,B,Ae Watan,Raazi,film,Arijit Singh Sunidhi Chauhan,Hindi (frame assumption; not verified),2018,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B39,B,Mera Naam Tu,Zero,film,Abhay Jodhpurkar,Hindi (frame assumption; not verified),2018,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B40,B,Binte Dil,Padmaavat,film,Arijit Singh,Hindi (frame assumption; not verified),2018,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B41,B,Tera Yaar Hoon Main,Sonu Ke Titu Ki Sweety,film,Arijit Singh,Hindi (frame assumption; not verified),2018,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B42,B,Tareefan,Veere Di Wedding,film,Badshah,Hindi (frame assumption; not verified),2018,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B43,B,Dilbaro,Raazi,film,Harshdeep Kaur Vibha Saraf Shankar Mahadevan,Hindi (frame assumption; not verified),2018,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B44,B,Kalank (Title Track),Kalank,film,Arijit Singh,Hindi (frame assumption; not verified),2019,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B45,B,Ve Maahi,Kesari,film,Arijit Singh Asees Kaur,Hindi (frame assumption; not verified),2019,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B46,B,Teri Mitti,Kesari,film,B Praak,Hindi (frame assumption; not verified),2019,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B47,B,Slow Motion,Bharat,film,Nakash Aziz Shreya Ghoshal,Hindi (frame assumption; not verified),2019,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B48,B,Bekhayali,Kabir Singh,film,Sachet Tandon,Hindi (frame assumption; not verified),2019,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B49,B,Ek Tukda Dhoop,Thappad,film,Raghav Chaitanya,Hindi (frame assumption; not verified),2020,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B50,B,Shayad,Love Aaj Kal,film,Arijit Singh,Hindi (frame assumption; not verified),2020,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B51,B,Aabaad Barbaad,Ludo,film,Arijit Singh,Hindi (frame assumption; not verified),2020,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B52,B,Mere Liye Tum Kaafi Ho,Shubh Mangal Zyada Saavdhan,film,Ayushmann Khurrana,Hindi (frame assumption; not verified),2020,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B53,B,Mehrama,Love Aaj Kal,film,Darshan Raval Antara Mitra,Hindi (frame assumption; not verified),2020,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B54,B,Mann Bharryaa 2.0,Shershaah,film,B Praak,Hindi (frame assumption; not verified),2021,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B55,B,Lehra Do,83,film,Arijit Singh,Hindi (frame assumption; not verified),2021,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B56,B,Rait Zara Si,Atrangi Re,film,Arijit Singh Shashaa Tirupati,Hindi (frame assumption; not verified),2021,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B57,B,Lakeeran,Haseen Dillruba,film,Devender Pal Singh Asees Kaur,Hindi (frame assumption; not verified),2021,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B58,B,Raataan Lambiyan,Shershaah,film,Jubin Nautiyal Asees Kaur,Hindi (frame assumption; not verified),2021,Filmfare nominee pages (film year; ceremony year minus 1),Bb,major,Bb major,81,slow <85,,,,,,,,,,,,,,,,,,,,,romance ballad,"analyst judgement (hypothesis-level, not measured)",,1,"secondary-source estimate (Spotify audio-analysis-derived, as republished by the listed sites); no independent audio measurement performed",low (single secondary estimate),,verified-secondary,included_keybpm_only,,https://songdata.io/search?query=vaaste
B59,B,Kesariya,Brahmastra,film,Arijit Singh,Hindi (frame assumption; not verified),2022,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B60,B,Maange Manzooriyan,Badhaai Do,film,Abhay Jodhpurkar,Hindi (frame assumption; not verified),2022,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B61,B,Apna Bana Le,Bhediya,film,Arijit Singh,Hindi (frame assumption; not verified),2022,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B62,B,Deva Deva,Brahmastra,film,Arijit Singh Jonita Gandhi,Hindi (frame assumption; not verified),2022,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B63,B,Main Ki Karaan,Laal Singh Chaddha,film,Sonu Nigam,Hindi (frame assumption; not verified),2022,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B64,B,Arjan Vailly,Animal,film,Bhupinder Babbal,Hindi (frame assumption; not verified),2023,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B65,B,Lutt Putt Gaya,Dunki,film,Arijit Singh,Hindi (frame assumption; not verified),2023,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B66,B,Satranga,Animal,film,Arijit Singh,Hindi (frame assumption; not verified),2023,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B67,B,Kudmayi,Rocky Aur Rani Kii Prem Kahaani,film,Shahid Mallya,Hindi (frame assumption; not verified),2023,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B68,B,Nikle The Kabhi Hum Ghar Se,Dunki,film,Sonu Nigam,Hindi (frame assumption; not verified),2023,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B69,B,Tere Vaaste,Zara Hatke Zara Bachke,film,Varun Jain Sachin-Jigar,Hindi (frame assumption; not verified),2023,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,romance (playful),"analyst judgement (hypothesis-level, not measured)",,2,"secondary-source estimate (Spotify audio-analysis-derived, as republished by the listed sites); no independent audio measurement performed",,"key/mode conflict between sources: Bb minor; C major | BPM conflict: 95, 125",frame-only,frame_only_no_data,,https://songdata.io/search?query=vaaste | https://songdata.io/search?query=vaaste
B70,B,Sajni,Laapataa Ladies,film,Arijit Singh,Hindi (frame assumption; not verified),2024,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B71,B,Mirza,Maidaan,film,Javed Ali,Hindi (frame assumption; not verified),2024,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B72,B,Tauba Tauba,Bad Newz,film,Karan Aujla,Hindi (frame assumption; not verified),2024,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B73,B,Aayi Nai,Stree 2,film,Pawan Singh,Hindi (frame assumption; not verified),2024,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B74,B,Mere Dholna 3.0,Bhool Bhulaiyaa 3,film,Sonu Nigam,Hindi (frame assumption; not verified),2024,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B75,B,Darling,7 Khoon Maaf,film,Usha Uthup Rekha Bhardwaj,Hindi (frame assumption; not verified),2011,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B76,B,Khwabon Ke Parindey,Zindagi Na Milegi Dobara,film,Alyssa Mendonsa,Hindi (frame assumption; not verified),2011,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B77,B,Katiya Karun,Rockstar,film,Harshdeep Kaur,Hindi (frame assumption; not verified),2011,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B78,B,Saibo,Shor In The City,film,Shreya Ghoshal Tochi Raina,Hindi (frame assumption; not verified),2011,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B79,B,Pareshaan,Ishaqzaade,film,Shalmali Kholgade,Hindi (frame assumption; not verified),2012,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B80,B,Tumhi Ho Bandhu,Cocktail,film,Kavita Seth Neeraj Shridhar,Hindi (frame assumption; not verified),2012,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B81,B,Jiya Re,Jab Tak Hai Jaan,film,Neeti Mohan,Hindi (frame assumption; not verified),2012,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B82,B,Saans,Jab Tak Hai Jaan,film,Shreya Ghoshal Mohit Chauhan,Hindi (frame assumption; not verified),2012,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B83,B,Chikni Chameli,Agneepath,film,Shreya Ghoshal,Hindi (frame assumption; not verified),2012,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B84,B,Sawaar Loon,Lootera,film,Monali Thakur,Hindi (frame assumption; not verified),2013,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B85,B,Titli,Chennai Express,film,Chinmayi Gopi Sundar,Hindi (frame assumption; not verified),2013,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B86,B,Balam Pichkari,Yeh Jawaani Hai Deewani,film,Shalmali Kholgade Vishal Dadlani,Hindi (frame assumption; not verified),2013,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B87,B,Nagada Sang Dhol,Goliyon Ki Raasleela Ram-Leela,film,Shreya Ghoshal Osman Mir,Hindi (frame assumption; not verified),2013,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B88,B,Baby Doll,Ragini MMS 2,film,Kanika Kapoor Meet Bros,Hindi (frame assumption; not verified),2014,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B89,B,Patakha Guddi,Highway,film,Nooran Sisters,Hindi (frame assumption; not verified),2014,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B90,B,Hamari Atariya,Dedh Ishqiya,film,Rekha Bhardwaj,Hindi (frame assumption; not verified),2014,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B91,B,Manwa Laage,Happy New Year,film,Shreya Ghoshal Arijit Singh,Hindi (frame assumption; not verified),2014,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B92,B,Naina,Khoobsurat,film,Sona Mohapatra Armaan Malik,Hindi (frame assumption; not verified),2014,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B93,B,Deewani Mastani,Bajirao Mastani,film,Shreya Ghoshal,Hindi (frame assumption; not verified),2015,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B94,B,Agar Tum Saath Ho,Tamasha,film,Alka Yagnik Arijit Singh,Hindi (frame assumption; not verified),2015,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B95,B,Sun Saathiya,ABCD 2,film,Priya Saraiya Divya Kumar,Hindi (frame assumption; not verified),2015,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B96,B,Kaun Tujhe,M.S. Dhoni: The Untold Story,film,Palak Muchhal,Hindi (frame assumption; not verified),2016,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B97,B,The Breakup Song,Ae Dil Hai Mushkil,film,Jonita Gandhi Arijit Singh Badshah Nakash Aziz,Hindi (frame assumption; not verified),2016,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B98,B,Da Da Dasse,Udta Punjab,film,Kanika Kapoor Babu Haabi,Hindi (frame assumption; not verified),2016,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B99,B,Sau Aasmaan,Baar Baar Dekho,film,Neeti Mohan Armaan Malik,Hindi (frame assumption; not verified),2016,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B100,B,Kaari Kaari,Pink,film,Qurat-ul-Ain Balouch,Hindi (frame assumption; not verified),2016,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B101,B,Nachdi Phira,Secret Superstar,film,Meghna Mishra,Hindi (frame assumption; not verified),2017,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B102,B,Khol De Baahein,Meri Pyaari Bindu,film,Monali Thakur,Hindi (frame assumption; not verified),2017,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B103,B,Ghar,Jab Harry Met Sejal,film,Nikhita Gandhi Mohit Chauhan,Hindi (frame assumption; not verified),2017,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B104,B,Rafu,Tumhari Sulu,film,Ronkini Gupta,Hindi (frame assumption; not verified),2017,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B105,B,Kanha,Shubh Mangal Saavdhan,film,Shashaa Tirupati,Hindi (frame assumption; not verified),2017,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B106,B,Thodi Der,Half Girlfriend,film,Shreya Ghoshal Farhan Saeed,Hindi (frame assumption; not verified),2017,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B107,B,Ghoomar,Padmaavat,film,Shreya Ghoshal Swaroop Khan,Hindi (frame assumption; not verified),2018,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B108,B,Ahista,Laila Majnu,film,Jonita Gandhi Arijit Singh,Hindi (frame assumption; not verified),2018,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B109,B,Chaav Laaga,Sui Dhaaga,film,Ronkini Gupta Papon,Hindi (frame assumption; not verified),2018,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B110,B,Manwaa,October,film,Sunidhi Chauhan,Hindi (frame assumption; not verified),2018,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B111,B,Ghungroo,War,film,Shilpa Rao Arijit Singh,Hindi (frame assumption; not verified),2019,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B112,B,Chashni,Bharat,film,Neha Bhasin Abhijeet Srivastava,Hindi (frame assumption; not verified),2019,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B113,B,Mere Sohneya,Kabir Singh,film,Parampara Thakur Sachet Tandon,Hindi (frame assumption; not verified),2019,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B114,B,Yeh Aaina,Kalank,film,Shreya Ghoshal,Hindi (frame assumption; not verified),2019,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B115,B,Ghar More Pardesiya,Kalank,film,Shreya Ghoshal Vaishali Mhade,Hindi (frame assumption; not verified),2019,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B116,B,Baby Gold,Saand Ki Aankh,film,Sona Mohapatra Jyotica Tangri,Hindi (frame assumption; not verified),2019,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B117,B,Hui Malang,Malang,film,Asees Kaur,Hindi (frame assumption; not verified),2020,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B118,B,Mann Ki Dori,Gunjan Saxena,film,Palak Muchhal,Hindi (frame assumption; not verified),2020,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B119,B,Mar Jayein Hum,Shikara,film,Shraddha Mishra Papon,Hindi (frame assumption; not verified),2020,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B120,B,Paas Nahi Toh Fail,Shakuntala Devi,film,Sunidhi Chauhan,Hindi (frame assumption; not verified),2020,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B121,B,Param Sundari,Mimi,film,Shreya Ghoshal,Hindi (frame assumption; not verified),2021,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B122,B,Matlabi Yariyan,The Girl on the Train,film,Neha Kakkar,Hindi (frame assumption; not verified),2021,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B123,B,Kalle Kalle,Chandigarh Kare Aashiqui,film,Priya Saraiya Sachin-Jigar,Hindi (frame assumption; not verified),2021,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B124,B,Chaka Chak,Atrangi Re,film,Shreya Ghoshal,Hindi (frame assumption; not verified),2021,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B125,B,Rangisari,Jugjugg Jeeyo,film,Kavita Seth Kanishk Seth,Hindi (frame assumption; not verified),2022,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B126,B,Dholida,Gangubai Kathiawadi,film,Janhvi Shrimankar Sanjay Leela Bhansali,Hindi (frame assumption; not verified),2022,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B127,B,Jab Saiyaan,Brahmastra,film,Shreya Ghoshal,Hindi (frame assumption; not verified),2022,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B128,B,Tere Hawaale,Laal Singh Chaddha,film,Shilpa Rao Arijit Singh,Hindi (frame assumption; not verified),2022,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B129,B,Besharam Rang,Pathaan,film,Shilpa Rao Caralisa Monteiro,Hindi (frame assumption; not verified),2022,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
B130,B,Chaleya,Jawan,film,Shilpa Rao Arijit Singh,Hindi (frame assumption; not verified),2023,Filmfare nominee pages (film year; ceremony year minus 1),C,major,C major,95,mid 85-99,,,,,,,,,,,,,,,,,,,,,romance (mid-tempo),"analyst judgement (hypothesis-level, not measured)",,1,"secondary-source estimate (Spotify audio-analysis-derived, as republished by the listed sites); no independent audio measurement performed",low (single secondary estimate),,verified-secondary,included_keybpm_only,,https://songdata.io/search?query=vaaste
B131,B,Aararaari Raaro,Mrs Chatterjee vs Norway,film,Deepthi Suresh,Hindi (frame assumption; not verified),2023,Filmfare nominee pages (film year; ceremony year minus 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,frame-only,frame_only_no_data,,
