id,cohort,title,artist_as_listed,acousticness,arrangement_production_era,artist_verified,bpm,bpm_alt,bpm_site2,bpm_site_spotify_derived,bpm_source,chorus_arrival_sec,climax_placement,duration_source,emotion,energy,era_year,feature_confidence,feature_kind,feature_method,feature_provenance_urls,film_status,first_hook_sec,first_vocal_sec,flags,groove,hook_repetitions,intro_length_sec,key,key_mode_conflict_site_vs_sheet,key_site_spotify_derived,language,loudness_db,market,melodic_contour,meter,mode,mode_site_spotify_derived,mode_source,official_upload_date,perceived_pulse_note,release_date_S2,song_duration_sec,structural_timing_note,structure,success_hot100_weeks_at_1_B3,success_india_songs_date_reached_1_BI,success_india_songs_weeks_at_1_BI,success_sources,success_spotify_in_chart_days_SI,success_spotify_in_chart_total_streams_SI,success_spotify_in_days_at_peak_SI,success_spotify_in_peak_day_streams_SI,success_spotify_in_peak_pos_SI,success_spotify_in_top10_days_SI,success_spotify_streams_S2_bn,success_yt_views_K4_exact,success_yt_views_KI_exact,success_yt_views_W1_bn,success_yt_views_WI_bn,success_yt_yesterday_K4,success_yt_yesterday_KI,tempo_change,tessitura,upload_age_days_at_obs,uploader,vocal_range_citation,vocal_range_high_midi,vocal_range_kind,vocal_range_low_midi,vocal_range_measured,vocal_range_semitones,wiki_film,wiki_genre,wiki_key_tempo_quote,wiki_release,wiki_vocal_range_quote
G055,GLOBAL_SUCCESS,Something Just Like This,The Chainsmokers and Coldplay,,,,,,,,,,,,,,2017,,,,,non-film,,,,,,,,,,,,global,,,,,,,,2017-02-22,,,,,,,S2,,,,,,,3.771,,,,,,,,,,,,,,,,,,,,,
G056,GLOBAL_SUCCESS,Every Breath You Take,The Police,,,,,,,,,,,,,,1983,,,,,non-film,,,catalog_pre2010,,,,,,,,,global,,,,,,,,1983-05-20,,,,,,,S2,,,,,,,3.75,,,,,,,,,,,,,,,,,,,,,
G057,GLOBAL_SUCCESS,Iris,The Goo Goo Dolls,,,,,,,,,,,,,,1998,,,,,non-film,,,catalog_pre2010,,,,,,,,,global,,,,,,,,1998-04-01,,,,,,,S2,,,,,,,3.7,,,,,,,,,,,,,,,,,,,,,
G058,GLOBAL_SUCCESS,Another Love,Tom Odell,,,,,,,,,,,,,,2012,,,,,non-film,,,,,,,,,,,,global,,,,,,,,2012-10-15,,,,,,,S2,,,,,,,3.693,,,,,,,,,,,,,,,,,,,,,
G059,GLOBAL_SUCCESS,Say You Won't Let Go,James Arthur,,,,,,,,,,,,,,2016,,,,,non-film,,,,,,,,,,,,global,,,,,,,,2016-09-09,,,,,,,S2,,,,,,,3.693,,,,,,,,,,,,,,,,,,,,,
G060,GLOBAL_SUCCESS,Take Me To Church,Hozier,,,,,,,,,,,,,,2013,,,,,non-film,,,,,,,,,,,,global,,,,,,,,2013-09-13,,,,,,,S2,,,,,,,3.586,,,,,,,,,,,,,,,,,,,,,
G061,GLOBAL_SUCCESS,Photograph,Ed Sheeran,,,,,,,,,,,,,,2014,,,,,non-film,,,,,,,,,,,,global,,,,,,,,2014-06-20,,,,,,,S2,,,,,,,3.549,,,,,,,,,,,,,,,,,,,,,
G062,GLOBAL_SUCCESS,Viva La Vida,Coldplay,,,,,,,,,,,,,,2008,,,,,non-film,,,catalog_pre2010,,,,,,,,,global,,,,,,,,2008-05-25,,,,,,,S2,,,,,,,3.516,,,,,,,,,,,,,,,,,,,,,
G063,GLOBAL_SUCCESS,Dance Monkey,Tones And I,,,,,,,,,,,,,,2019,,,,,non-film,,,,,,,,,,,,global,,,,,,,,2019-05-10,,,,,,,S2,,,,,,,3.51,,,,,,,,,,,,,,,,,,,,,
G064,GLOBAL_SUCCESS,Can't Hold Us,Macklemore & Ryan Lewis feat. Ray Dalton,,,,,,,,,,,,,,2011,,,,,non-film,,,,,,,,,,,,global,,,,,,,,2011-08-16,,,,,,,S2,,,,,,,3.501,,,,,,,,,,,,,,,,,,,,,
G065,GLOBAL_SUCCESS,Locked Out Of Heaven,Bruno Mars,,,,,,,,,,,,,,2012,,,,,non-film,,,,,,,,,,,,global,,,,,,,,2012-10-01,,,,,,,S2,,,,,,,3.492,,,,,,,,,,,,,,,,,,,,,
G066,GLOBAL_SUCCESS,Cruel Summer,Taylor Swift,,,,,,,,,,,,,,2019,,,,,non-film,,,,,,,,,,,,global,,,,,,,,2019-08-23,,,,,,,S2,,,,,,,3.483,,,,,,,,,,,,,,,,,,,,,
G067,GLOBAL_SUCCESS,Just the Way You Are,Bruno Mars,,,,,,,,,,,,,,2010,,,,,non-film,,,,,,,,,,,,global,,,,,,,,2010-07-20,,,,,,,S2,,,,,,,3.472,,,,,,,,,,,,,,,,,,,,,
G068,GLOBAL_SUCCESS,Mr. Brightside,The Killers,,,,,,,,,,,,,,2003,,,,,non-film,,,catalog_pre2010,,,,,,,,,global,,,,,,,,2003-09-29,,,,,,,S2,,,,,,,3.466,,,,,,,,,,,,,,,,,,,,,
G069,GLOBAL_SUCCESS,Rockstar,Post Malone and 21 Savage,,,,,,,,,,,,,,2017,,,,,non-film,,,,,,,,,,,,global,,,,,,,,2017-09-15,,,,,,,S2,,,,,,,3.452,,,,,,,,,,,,,,,,,,,,,
G070,GLOBAL_SUCCESS,Señorita,Shawn Mendes and Camila Cabello,,,,,,,,,,,,,,2019,,,,,non-film,,,,,,,,,,,,global,,,,,,,,2019-06-21,,,,,,,S2,,,,,,,3.418,,,,,,,,,,,,,,,,,,,,,
G071,GLOBAL_SUCCESS,Die For You,The Weeknd,,,,,,,,,,,,,,2016,,,,,non-film,,,,,,,,,,,,global,,,,,,,,2016-11-25,,,,,,,S2,,,,,,,3.415,,,,,,,,,,,,,,,,,,,,,
G072,GLOBAL_SUCCESS,Watermelon Sugar,Harry Styles,,,,,,,,,,,,,,2019,,,,,non-film,,,,,,,,,,,,global,,,,,,,,2019-11-16,,,,,,,S2,,,,,,,3.395,,,,,,,,,,,,,,,,,,,,,
G073,GLOBAL_SUCCESS,That's What I Like,Bruno Mars,,,,,,,,,,,,,,2017,,,,,non-film,,,,,,,,,,,,global,,,,,,,,2017-01-30,,,,,,,S2,,,,,,,3.391,,,,,,,,,,,,,,,,,,,,,
G074,GLOBAL_SUCCESS,All I Want for Christmas Is You,Mariah Carey,,,,,,,,,,,,,,,,,,,non-film,,,B3_only; chart years 2019-2026; original release 1994 (not read on page),,,,,,,,,global,,,,,,,,,,,,22,,,B3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G075,GLOBAL_SUCCESS,Choosin' Texas,Ella Langley,,,,,,,,,,,,,,,,,,,non-film,,,B3_only; 2026,,,,,,,,,global,,,,,,,,,,,,21,,,B3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G076,GLOBAL_SUCCESS,Old Town Road,Lil Nas X feat. Billy Ray Cyrus,,,,,,,,,,,,,,,,,,,non-film,,,B3_only; 2019,,,,,,,,,global,,,,,,,,,,,,19,,,B3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G077,GLOBAL_SUCCESS,A Bar Song (Tipsy),Shaboozey,,,,,,,,,,,,,,,,,,,non-film,,,B3_only; 2024,,,,,,,,,global,,,,,,,,,,,,19,,,B3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G078,GLOBAL_SUCCESS,One Sweet Day,Mariah Carey and Boyz II Men,,,,,,,,,,,,,,,,,,,non-film,,,B3_only; 1995-1996,,,,,,,,,global,,,,,,,,,,,,16,,,B3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G079,GLOBAL_SUCCESS,Last Night,Morgan Wallen,,,,,,,,,,,,,,,,,,,non-film,,,B3_only; 2023,,,,,,,,,global,,,,,,,,,,,,16,,,B3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G080,GLOBAL_SUCCESS,I Will Always Love You,Whitney Houston,,,,,,,,,,,,,,,,,,,non-film,,,B3_only; 1992-1993,,,,,,,,,global,,,,,,,,,,,,14,,,B3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G081,GLOBAL_SUCCESS,I'll Make Love to You,Boyz II Men,,,,,,,,,,,,,,,,,,,non-film,,,B3_only; 1994,,,,,,,,,global,,,,,,,,,,,,14,,,B3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G082,GLOBAL_SUCCESS,Macarena (Bayside Boys Mix),Los del Río,,,,,,,,,,,,,,,,,,,non-film,,,B3_only; 1996,,,,,,,,,global,,,,,,,,,,,,14,,,B3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G083,GLOBAL_SUCCESS,Candle in the Wind 1997 / Something About the Way You Look Tonight,Elton John,,,,,,,,,,,,,,,,,,,non-film,,,B3_only; 1997-1998,,,,,,,,,global,,,,,,,,,,,,14,,,B3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G084,GLOBAL_SUCCESS,We Belong Together,Mariah Carey,,,,,,,,,,,,,,,,,,,non-film,,,B3_only; 2005,,,,,,,,,global,,,,,,,,,,,,14,,,B3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G085,GLOBAL_SUCCESS,I Gotta Feeling,The Black Eyed Peas,,,,,,,,,,,,,,,,,,,non-film,,,B3_only; 2009,,,,,,,,,global,,,,,,,,,,,,14,,,B3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H001,HINDI_INDIAN_SUCCESS,Lehanga,Jass Manak,,,,,,,,,,,,,,2019,,,,,non-film(inferred),,,,,,,,,,Punjabi,,india,,,,,,2019-08-13,,,,,,,,,"WI,KI",,,,,,,,,1870804491,,1.835,,265995,,,2597,Geet MP3,,,,,,,,,,,
H002,HINDI_INDIAN_SUCCESS,52 Gaj Ka Daman,Pranjal Dahiya / Aman Jaji / Renuka Panwar,,,,,,,,,,,,,,2020,,,,,non-film(inferred),,,,,,,,,,Haryanvi,,india,,,,,,2020-10-02,,,,,,,,,"WI,KI",,,,,,,,,1786986265,,1.752,,152662,,,2181,Desi Records,,,,,,,,,,,
H003,HINDI_INDIAN_SUCCESS,Zaroori Tha,Rahat Fateh Ali Khan,,,,,,,,,,,,,,2014,,,,,non-film(inferred),,,,,,,,,,Hindi,,india,,,,,,2014-06-09,,,,,,,,,"WI,KI",,,,,,,,,1769377733,,1.73,,334446,,,4488,The Folk & Soul Studio,,,,,,,,,,,
H004,HINDI_INDIAN_SUCCESS,Rowdy Baby (Maari 2),,,,,,,,,,,,,,,2019,,,,,film,,,,,,,,,,Tamil,,india,,,,,,2019-01-02,,,,,,,,,"WI,KI",,,,,,,,,1757984929,,1.729,,147174,,,2820,Wunderbar Films,,,,,,,,,,,
H005,HINDI_INDIAN_SUCCESS,Vaaste,"Dhvani Bhanushali, Tanishk Bagchi, Nikhil D'Souza",,,,,,,,,,,,,,2019,,,,,non-film(inferred),,,,,,,,,,Hindi,,india,,,,,,2019-04-06,,,,,,,,,"WI,KI",,,,,,,,,1756960664,,1.717,,264633,,,2726,T-Series,,,,,,,,,,,
H006,HINDI_INDIAN_SUCCESS,Laung Laachi (Title Track),Mannat Noor,,,,,,,,,,,,,,2018,,,,,film,,,,,,,,,,Punjabi,,india,,,,,,2018-02-21,,,,,,,,,"WI,KI",,,,,,,,,1651662867,,1.631,,149000,,,3135,T-Series Apna Punjab,,,,,,,,,,,
H007,HINDI_INDIAN_SUCCESS,Dilbar (Lyrical) (Satyameva Jayate),,,,,,,,,,,,,,,2018,,,,,film,,,,,,,,,,Hindi,,india,,,,,,2018-07-09,,,,,,,,,"WI,KI",,,,,,,,,1594310296,,1.537,,382277,,,2997,T-Series,,,,,,,,,,,
H008,HINDI_INDIAN_SUCCESS,Lut Gaye,"Jubin Nautiyal, Tanishk Bagchi",,,,,,,,,,,,,,2021,,,,,non-film(inferred),,,,,,,,,,Hindi,,india,,,,,,2021-02-17,,,,,,,,,"WI,KI",,,,,,,,,1554044193,,1.521,,231357,,,2043,T-Series,,,,,,,,,,,
H009,HINDI_INDIAN_SUCCESS,Bum Bum Bole (Taare Zameen Par),Shaan,,,,,,,,,,,,,,2011,,,,,film,,,,,,,,,,Hindi,,india,,,,,,2011-05-25,,,,,,,,,"WI,KI",,,,,,,,,1569562984,,1.453,,718197,,,5599,T-Series,,,,,,,,,,,
H010,HINDI_INDIAN_SUCCESS,Tujh Mein Rab Dikhta Hai (Rab Ne Bana Di Jodi),,,,,,,,,,,,,,,2012,,,,,film,,,,,,,,,,Hindi,,india,,,,,,2012-01-19,,,,,,,,,"WI,KI",,,,,,,,,1518900920,,1.423,,583768,,,5360,Yash Raj Films,,,,,,,,,,,
H011,HINDI_INDIAN_SUCCESS,Mile Ho Tum (Reprise) (Fever),"Neha Kakkar, Tony Kakkar",,,,,,,,,,,,,,2016,,,,,film,,,,,,,,,,Hindi,,india,,,,,,2016-07-27,,,,,,,,,"WI,KI",,,,,,,,,1404590011,,1.39,,87641,,,3709,Zee Music Company,,,,,,,,,,,
H012,HINDI_INDIAN_SUCCESS,Cham Cham (Baaghi),,,,,,,,,,,,,,,2016,,,,,film,,,,,,,,,,Hindi,,india,,,,,,2016-05-06,,,,,,,,,"WI,KI",,,,,,,,,1439587192,,1.392,,298615,,,3791,T-Series,,,,,,,,,,,
H013,HINDI_INDIAN_SUCCESS,Bom Diggy Diggy (Sonu Ke Titu Ki Sweety),"Zack Knight, Jasmin Walia",,,,,,,,,,,,,,2018,,,,,film,,,,,,,,,,Hindi,,india,,,,,,2018-02-08,,,,,,,,,"WI,KI",,,,,,,,,1443437698,,1.376,,461365,,,3148,T-Series,,,,,,,,,,,
H014,HINDI_INDIAN_SUCCESS,High Rated Gabru,Guru Randhawa,,,,,,,,,,,,,,2017,,,,,non-film(inferred),,,,,,,,,,Punjabi,,india,,,,,,2017-07-04,,,,,,,,,"WI,KI",,,,,,,,,1321615858,,1.298,,149738,,,3367,T-Series,,,,,,,,,,,
H015,HINDI_INDIAN_SUCCESS,Aankh Maarey (Lyrical) (Simmba),,,,,,,,,,,,,,,2018,,,,,film,,,,,,,,,,Hindi,,india,,,,,,2018-12-11,,,,,,,,,"WI,KI",,,,,,,,,1290074083,,1.279,,70170,,,2842,T-Series,,,,,,,,,,,
H016,HINDI_INDIAN_SUCCESS,Dil Laga Liya (Dil Hai Tumhaara),,,,,,,,,,,,,,,2009,,,,,film,,,,,,,,,,Hindi,,india,,,,,,2009-12-09,,,,,,,,,"WI,KI",,,,,,,,,1298750085,,1.264,,331389,,,6131,Tips Industries,,,,,,,,,,,
H017,HINDI_INDIAN_SUCCESS,Khairiyat (Chhichhore),,,,,,,,,,,,,,,2019,,,,,film,,,,,,,,,,Hindi,,india,,,,,,2019-09-26,,,,,,,,,"WI,KI",,,,,,,,,1283641722,,1.231,,309406,,,2553,T-Series,,,,,,,,,,,
H018,HINDI_INDIAN_SUCCESS,Tum Hi Aana (Marjaavaan),,,,,,,,,,,,,,,2019,,,,,film,,,,,,,,,,Hindi,,india,,,,,,2019-10-15,,,,,,,,,"WI,KI",,,,,,,,,1358018037,,1.237,,951068,,,2534,T-Series,,,,,,,,,,,
H019,HINDI_INDIAN_SUCCESS,Jhoome Jo Pathaan (Pathaan),,,,,,,,,,,,,,,2022,,,,,film,,,,,,,,,,Hindi,,india,,,,,,2022-12-22,,,,,,,,,"WI,KI",,,,,,,,,1275311935,,1.229,,239367,,,1370,Yash Raj Films,,,,,,,,,,,
H020,HINDI_INDIAN_SUCCESS,Humnava Mere,Jubin Nautiyal,,,,,,,,,,,,,,2018,,,,,non-film(inferred),,,,,,,,,,Hindi,,india,,,,,,2018-05-23,,,,,,,,,"WI,KI",,,,,,,,,1320602693,,1.23,,601976,,,3044,T-Series,,,,,,,,,,,
H021,HINDI_INDIAN_SUCCESS,Abhi Toh Party Shuru Hui Hai (Khoobsurat),,,,,,,,,,,,,,,2014,,,,,film,,,,,,,,,,Hindi,,india,,,,,,2014-11-11,,,,,,,,,"WI,KI",,,,,,,,,1307714573,,1.215,,611110,,,4333,T-Series,,,,,,,,,,,
H022,HINDI_INDIAN_SUCCESS,Phir Bhi Tumko Chaahunga (Half Girlfriend),Arijit Singh,,,,,,,,,,,,,,2017,,,,,film,,,,,,,,,,Hindi,,india,,,,,,2017-07-06,,,,,,,,,"WI,KI",,,,,,,,,1260552049,,1.209,,294238,,,3365,Zee Music Company,,,,,,,,,,,
H023,HINDI_INDIAN_SUCCESS,Daru Badnaam,Kamal Kahlon & Param Singh,,,,,,,,,,,,,,2016,,,,,non-film(inferred),,,,,,,,,,Punjabi,,india,,,,,,2016-12-25,,,,,,,,,"WI,KI",,,,,,,,,1229812305,,1.199,,157382,,,3558,VIP Records,,,,,,,,,,,
H024,HINDI_INDIAN_SUCCESS,Filhall,"B Praak (ft. Akshay Kumar, Nupur Sanon in video)",,,,,,,,,,,,,,2019,,,,,non-film(inferred),,,,,,,,,,Hindi/Punjabi,,india,,,,,,2019-11-09,,,,,,,,,"WI,KI",,,,,,,,,1195313221,,1.187,,55589,,,2509,Desi Melodies,,,,,,,,,,,
H025,HINDI_INDIAN_SUCCESS,Chatak Matak,Sapna Choudhary (performer in title),,,,,,,,,,,,,,2020,,,,,non-film(inferred),,,,,,,,,,Haryanvi,,india,,,,,,2020-12-20,,,,,,,,,"WI,KI",,,,,,,,,1184938840,,1.152,,139228,,,2102,VATS RECORDS,,,,,,,,,,,
H026,HINDI_INDIAN_SUCCESS,8 Parche,"Baani Sandhu, Gur Sidhu",,,,,,,,,,,,,,2019,,,,,non-film(inferred),,,,,,,,,,Punjabi,,india,,,,,,2019-09-12,,,,,,,,,"WI,KI",,,,,,,,,1254521626,,1.153,,464124,,,2567,Ishtar Punjabi,,,,,,,,,,,
H027,HINDI_INDIAN_SUCCESS,Lahore,Guru Randhawa,,,,,,,,,,,,,,2017,,,,,non-film(inferred),,,,,,,,,,Punjabi,,india,,,,,,2017-12-14,,,,,,,,,"WI,KI",,,,,,,,,1171916512,,1.152,,107330,,,3204,T-Series,,,,,,,,,,,
H028,HINDI_INDIAN_SUCCESS,Kala Chashma (Baar Baar Dekho),,,,,,,,,,,,,,,2016,,,,,film,,,,,,,,,,Hindi/Punjabi,,india,,,,,,2016-07-27,,,,,,,,,"WI,KI",,,,,,,,,1200127095,,1.133,,319213,,,3709,Zee Music Company,,,,,,,,,,,
H029,HINDI_INDIAN_SUCCESS,Galti Se Mistake (Jagga Jasoos),,,,,,,,,,,,,,,2017,,,,,film,,,,,,,,,,Hindi,,india,,,,,,2017-06-09,,,,,,,,,"WI,KI",,,,,,,,,1183909769,,1.109,,290660,,,3392,T-Series,,,,,,,,,,,
H030,HINDI_INDIAN_SUCCESS,Jaha Tum Rahoge (Maheruh),,,,,,,,,,,,,,,2017,,,,,film,,,,,,,,,,Hindi,,india,,,,,,2017-11-02,,,,,,,,,"WI,KI",,,,,,,,,1141798253,,1.094,,161589,,,3246,Zee Music Company,,,,,,,,,,,
H031,HINDI_INDIAN_SUCCESS,Leja Re,"Dhvani Bhanushali, Tanishk Bagchi",,,,,,,,,,,,,,2018,,,,,non-film(inferred),,,,,,,,,,Hindi,,india,,,,,,2018-11-24,,,,,,,,,"WI,KI",,,,,,,,,1083355182,,1.056,,94491,,,2859,T-Series,,,,,,,,,,,
H032,HINDI_INDIAN_SUCCESS,Genda Phool,Badshah,,,,,,,,,,,,,,2020,,,,,non-film(inferred),,,,,,,,,,Hindi/Bengali,,india,,,,,,2020-03-26,,,,,,,,,"WI,KI",,,,,,,,,1081470439,,1.051,,138543,,,2371,Sony Music India,,,,,,,,,,,
H033,HINDI_INDIAN_SUCCESS,Aankh Maarey (Simmba),,,,,,,,,,,,,,,2018,,,,,film,,,,,,,,,,Hindi,,india,,,,,,2018-12-06,,,,,,,,,"WI,KI",,,,,,,,,1079283510,,1.049,,122826,,,2847,T-Series,,,,,,,,,,,
H034,HINDI_INDIAN_SUCCESS,O Saki Saki (Batla House),,,,,,,,,,,,,,,2019,,,,,film,,,,,,,,,,Hindi,,india,,,,,,2019-08-29,,,,,,,,,"WI,KI",,,,,,,,,1131970402,,1.048,,485124,,,2581,T-Series,,,,,,,,,,,
H035,HINDI_INDIAN_SUCCESS,Hello Koun,,,,,,,,,,,,,,,2019,,,,,non-film(inferred),,,,,,,,,,Bhojpuri,,india,,,,,,2019-12-10,,,,,,,,,WI,,,,,,,,,,,1.037,,,,,2478,Riddhi Music World,,,,,,,,,,,
H036,HINDI_INDIAN_SUCCESS,Prem Ratan Dhan Payo (Prem Ratan Dhan Payo),,,,,,,,,,,,,,,2015,,,,,film,,,,,,,,,,Hindi,,india,,,,,,2015-12-01,,,,,,,,,"WI,KI",,,,,,,,,1060255714,,1.025,,186803,,,3948,T-Series,,,,,,,,,,,
H037,HINDI_INDIAN_SUCCESS,Titliaan,,,,,,,,,,,,,,,2020,,,,,non-film(inferred),,,,,,,,,,Punjabi,,india,,,,,,2020-11-09,,,,,,,,,WI,,,,,,,,,,,1.006,,,,,2143,DM - Desi Melodies,,,,,,,,,,,
H038,HINDI_INDIAN_SUCCESS,Aaj Ki Raat (Stree 2),,,,,,,,,,,,,,,2024,,,,,film,,,,,,,,,,Hindi,,india,,,,,,2024-07-24,,,,,,,,,"WI,KI",,,,,,,,,1073298154,,1.012,,279400,,,790,Saregama Music,,,,,,,,,,,
H039,HINDI_INDIAN_SUCCESS,Bole Chudiyan (K3G),,,,,,,,,,,,,,,,,,,,film(inferred from title),,,,,,,,,,,,india,,,,,,,,,,,,,,,KI,,,,,,,,,1063744424,,,,444886,,,,,,,,,,,,,,,
H040,HINDI_INDIAN_SUCCESS,Chittiyaan Kalaiyaan (Roy),,,,,,,,,,,,,,,,,,,,film(inferred from title),,,,,,,,,,,,india,,,,,,,,,,,,,,,KI,,,,,,,,,1061633025,,,,462058,,,,,,,,,,,,,,,
H041,HINDI_INDIAN_SUCCESS,"Agar Tum Saath Ho (From ""Tamasha"")",Alka Yagnik,,,,,,,,,,,,,,,,,,,film,,,chart-day totals only (since 2019-02-27),,,,,,,,,india,,,,,,,,,,,,,,,SI,2520,653520827,,730083,4,131,,,,,,,,,,,,,,,,,,,,,,
H042,HINDI_INDIAN_SUCCESS,"Tujhe Kitna Chahne Lage (From ""Kabir Singh"")",Arijit Singh,,,,,,,,,,,,,,,,,,,film,,,chart-day totals only (since 2019-02-27),,,,,,,,,india,,,,,,,,,,,,,,,SI,2644,609868808,50,621964,2,416,,,,,,,,,,,,,,,,,,,,,,
H043,HINDI_INDIAN_SUCCESS,Apna Bana Le,Sachin-Jigar,,,,,,,,,,,,,,,,,,,,,,chart-day totals only (since 2019-02-27),,,,,,,,,india,,,,,,,,,,,,,,,SI,1029,558530245,14,1446847,1,268,,,,,,,,,,,,,,,,,,,,,,
H044,HINDI_INDIAN_SUCCESS,Jo Tum Mere Ho,Anuv Jain,,,,,,,,,,,,,,,,,,,,,,chart-day totals only (since 2019-02-27),,,,,,,,,india,,,,,,,,,,,,,,,SI,747,527793639,105,1697410,1,381,,,,,,,,,,,,,,,,,,,,,,
H045,HINDI_INDIAN_SUCCESS,Ishq,Faheem Abdullah,,,,,,,,,,,,,,,,,,,,,,chart-day totals only (since 2019-02-27),,,,,,,,,india,,,,,,,,,,,,,,,SI,824,519495029,14,1106120,2,514,,,,,,,,,,,,,,,,,,,,,,
H046,HINDI_INDIAN_SUCCESS,Mann Mera,Gajendra Verma,,,,,,,,,,,,,,,,,,,,,,chart-day totals only (since 2019-02-27),,,,,,,,,india,,,,,,,,,,,,,,,SI,1495,517287162,,741874,5,115,,,,,,,,,,,,,,,,,,,,,,
H047,HINDI_INDIAN_SUCCESS,"Kaise Hua (From ""Kabir Singh"")",Vishal Mishra,,,,,,,,,,,,,,,,,,,film,,,chart-day totals only (since 2019-02-27),,,,,,,,,india,,,,,,,,,,,,,,,SI,2630,516408938,,467802,4,34,,,,,,,,,,,,,,,,,,,,,,
H048,HINDI_INDIAN_SUCCESS,Tum Se Hi,Pritam,,,,,,,,,,,,,,,,,,,,,,chart-day totals only (since 2019-02-27),,,,,,,,,india,,,,,,,,,,,,,,,SI,2343,504626295,,584353,7,3,,,,,,,,,,,,,,,,,,,,,,
H049,HINDI_INDIAN_SUCCESS,Maan Meri Jaan,King,,,,,,,,,,,,,,,,,,,,,,chart-day totals only (since 2019-02-27),,,,,,,,,india,,,,,,,,,,,,,,,SI,863,483747313,123,2032986,1,275,,,,,,,,,,,,,,,,,,,,,,
H050,HINDI_INDIAN_SUCCESS,"Humdard (From ""Ek Villain"")",Arijit Singh,,,,,,,,,,,,,,,,,,,film,,,chart-day totals only (since 2019-02-27),,,,,,,,,india,,,,,,,,,,,,,,,SI,2239,482243234,,620369,13,,,,,,,,,,,,,,,,,,,,,,,
H051,HINDI_INDIAN_SUCCESS,Kesariya,Pritam,,,,,,,,,,,,,,,,,,,,,,chart-day totals only (since 2019-02-27),,,,,,,,,india,,,,,,,,,,,,,,3,"SI,BI",1154,480100067,44,1213960,1,289,,,,,,,,,,,,,,,,,,,,,,
H052,HINDI_INDIAN_SUCCESS,Excuses,AP Dhillon,,,,,,,,,,,,,,,,,,,,,,chart-day totals only (since 2019-02-27),,,,,,,,,india,,,,,,,,,,,,,,,SI,1470,476757167,101,1309583,1,304,,,,,,,,,,,,,,,,,,,,,,
H053,HINDI_INDIAN_SUCCESS,Shayad,Pritam,,,,,,,,,,,,,,,,,,,,,,chart-day totals only (since 2019-02-27),,,,,,,,,india,,,,,,,,,,,,,,,SI,2224,475943252,93,404167,1,404,,,,,,,,,,,,,,,,,,,,,,
H054,HINDI_INDIAN_SUCCESS,Sahiba,Aditya Rikhari,,,,,,,,,,,,,,,,,,,,,,chart-day totals only (since 2019-02-27),,,,,,,,,india,,,,,,,,,,,,,,,SI,421,463736702,124,1961280,1,375,,,,,,,,,,,,,,,,,,,,,,
H055,HINDI_INDIAN_SUCCESS,"Ranjha (From ""Shershaah"")",Jasleen Royal,,,,,,,,,,,,,,,,,,,film,,,chart-day totals only (since 2019-02-27),,,,,,,,,india,,,,,,,,,,,,,,,SI,1481,447398550,6,1084063,1,246,,,,,,,,,,,,,,,,,,,,,,
H056,HINDI_INDIAN_SUCCESS,"Raanjhan (From ""Do Patti"")",Sachet-Parampara,,,,,,,,,,,,,,,,,,,film,,,chart-day totals only (since 2019-02-27),,,,,,,,,india,,,,,,,,,,,,,,,SI,676,446470310,42,1467166,1,296,,,,,,,,,,,,,,,,,,,,,,
H057,HINDI_INDIAN_SUCCESS,Husn,Anuv Jain,,,,,,,,,,,,,,,,,,,,,,chart-day totals only (since 2019-02-27),,,,,,,,,india,,,,,,,,,,,,,,,SI,1000,442611145,23,1363695,1,231,,,,,,,,,,,,,,,,,,,,,,
H058,HINDI_INDIAN_SUCCESS,Finding Her,Kushagra,,,,,,,,,,,,,,,,,,,,,,chart-day totals only (since 2019-02-27),,,,,,,,,india,,,,,,,,,,,,,,,SI,540,442351861,54,1351987,1,488,,,,,,,,,,,,,,,,,,,,,,
H059,HINDI_INDIAN_SUCCESS,"Satranga (From ""ANIMAL"")",Arijit Singh,,,,,,,,,,,,,,,,,,,film,,,chart-day totals only (since 2019-02-27),,,,,,,,,india,,,,,,,,,,,,,,,SI,894,436414693,43,1731421,2,260,,,,,,,,,,,,,,,,,,,,,,
H060,HINDI_INDIAN_SUCCESS,Baarishein,Anuv Jain,,,,,,,,,,,,,,,,,,,,,,chart-day totals only (since 2019-02-27),,,,,,,,,india,,,,,,,,,,,,,,,SI,1932,436331649,,504597,15,,,,,,,,,,,,,,,,,,,,,,,
H061,HINDI_INDIAN_SUCCESS,Saibo,Sachin-Jigar,,,,,,,,,,,,,,,,,,,,,,chart-day totals only (since 2019-02-27),,,,,,,,,india,,,,,,,,,,,,,,,SI,2131,423972644,,464953,18,,,,,,,,,,,,,,,,,,,,,,,
